,NumberOfInstances,NumberOfFeatures,NumberOfMissingValues,PercentageOfMissingValues,NumberOfInstancesWithMissingValues,PercentageOfInstancesWithMissingValues,NumberOfFeaturesWithMissingValues,PercentageOfFeaturesWithMissingValues,NumberOfNumericFeatures,NumberOfCategoricalFeatures,RatioNumericalToNominal,RatioNominalToNumerical,DatasetRatio,LogDatasetRatio,InverseDatasetRatio,LogInverseDatasetRatio,NumberOfBinaryFeatures,NumberOfClasses,NumberOfSymbolicFeatures,SkewnessMin,SkewnessMax,SkewnessMean,KurtosisMin,KurtosisMax,KurtosisMean
4087,79.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4088,1116.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4089,82.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4090,337.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4091,890.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4092,80.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4093,81.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4094,101.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4095,15.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4096,399.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4097,73.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4098,23.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4099,13.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4100,625.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4101,1070.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4102,342.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4103,139.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4104,74.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4105,151.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4106,12.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4107,22.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4108,290.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4109,80.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4110,35.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4111,454.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4112,79.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4113,940.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4114,1100.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4115,2869.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4116,85.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4117,99.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4118,50.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4119,1103.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4120,376.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4121,23.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4122,1426.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4123,106.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4124,1631.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4125,65.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4126,576.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4127,84.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4128,37.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4129,42.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4130,11.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4131,25.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
4134,3751.0,1777.0,0.0,0.0,0.0,0.0,,,1776.0,,,,,,,,1.0,2.0,1.0,,,,,,
4135,32769.0,10.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,1.0,2.0,10.0,,,,,,
4136,600.0,20001.0,0.0,0.0,0.0,0.0,,,20000.0,,,,,,,,1.0,2.0,1.0,,,,,,
4137,1150.0,100001.0,0.0,0.0,0.0,0.0,,,100000.0,,,,,,,,1.0,2.0,1.0,,,,,,
4138,2886305.0,2401.0,0.0,0.0,0.0,0.0,,,1.0,,,,,,,,2400.0,,2400.0,,,,,,
4139,1.92541E7,2331.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,2331.0,,2331.0,,,,,,
4140,120720.0,769.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,769.0,,769.0,,,,,,
4153,180.0,68.0,0.0,0.0,0.0,0.0,,,66.0,,,,,,,,0.0,6.0,2.0,,,,,,
4154,14240.0,31.0,0.0,0.0,0.0,0.0,,,30.0,,,,,,,,1.0,2.0,1.0,,,,,,
4329,470.0,17.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,11.0,2.0,14.0,,,,,,
4340,383.0,6.0,0.0,0.0,0.0,0.0,,,5.0,,,,,,,,0.0,3.0,1.0,,,,,,
4353,1030.0,9.0,0.0,0.0,0.0,0.0,,,9.0,,,,,,,,0.0,,0.0,,,,,,
4531,5875.0,22.0,0.0,0.0,0.0,0.0,,,22.0,,,,,,,,0.0,,0.0,,,,,,
4532,98050.0,29.0,9.0,3.165169072781304E-4,1.0,0.0010198878123406426,,,29.0,,,,,,,,0.0,0.0,0.0,,,,,,
4533,65554.0,29.0,0.0,0.0,0.0,0.0,,,27.0,,,,,,,,0.0,,2.0,,,,,,
4534,11055.0,31.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,23.0,2.0,31.0,,,,,,
4535,299285.0,42.0,0.0,0.0,0.0,0.0,,,13.0,,,,,,,,2.0,,29.0,,,,,,
4538,9873.0,33.0,0.0,0.0,0.0,0.0,,,32.0,,,,,,,,0.0,5.0,1.0,,,,,,
4540,1039.0,29.0,0.0,0.0,0.0,0.0,,,29.0,,,,,,,,0.0,,0.0,,,,,,
4541,101766.0,50.0,0.0,0.0,0.0,0.0,,,13.0,,,,,,,,9.0,3.0,37.0,,,,,,
4544,1059.0,118.0,0.0,0.0,0.0,0.0,,,118.0,,,,,,,,0.0,0.0,0.0,,,,,,
4545,39644.0,61.0,0.0,0.0,0.0,0.0,,,60.0,,,,,,,,0.0,0.0,1.0,,,,,,
4548,28179.0,97.0,0.0,0.0,0.0,0.0,,,97.0,,,,,,,,0.0,,0.0,,,,,,
4549,583250.0,78.0,0.0,0.0,0.0,0.0,,,78.0,,,,,,,,0.0,0.0,0.0,,,,,,
4551,5000.0,22.0,0.0,0.0,0.0,0.0,,,22.0,,,,,,,,0.0,,0.0,,,,,,
4552,5665.0,17.0,0.0,0.0,0.0,0.0,,,2.0,,,,,,,,12.0,102.0,15.0,,,,,,
4553,5820.0,33.0,0.0,0.0,0.0,0.0,,,33.0,,,,,,,,0.0,,0.0,,,,,,
4563,178526.0,13.0,57200.0,2.464627001109082,4400.0,2.464627001109082,,,13.0,,,,,,,,0.0,,0.0,,,,,,
5587,7619400.0,6.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,0.0,0.0,0.0,,,,,,
5648,7619400.0,6.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,0.0,0.0,0.0,,,,,,
5889,7619400.0,6.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,0.0,0.0,0.0,,,,,,
6332,540.0,40.0,999.0,4.625,263.0,48.7037037037037,,,18.0,,,,,,,,4.0,2.0,22.0,,,,,,
23380,2796.0,35.0,68100.0,69.58920907418762,2795.0,99.96423462088698,,,32.0,,,,,,,,0.0,6.0,3.0,,,,,,
23381,500.0,13.0,835.0,12.846153846153847,401.0,80.2,,,1.0,,,,,,,,1.0,2.0,12.0,,,,,,
23383,127591.0,27.0,0.0,0.0,0.0,0.0,,,25.0,,,,,,,,0.0,,2.0,,,,,,
23394,761940.0,6.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,0.0,,0.0,,,,,,
23395,89640.0,6.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,0.0,0.0,0.0,,,,,,
23396,89640.0,6.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,0.0,,0.0,,,,,,
23397,761940.0,6.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,0.0,0.0,0.0,,,,,,
23420,181.0,4.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,0.0,,0.0,,,,,,
23499,277.0,10.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,4.0,2.0,10.0,,,,,,
23512,98050.0,29.0,9.0,3.165169072781304E-4,1.0,0.0010198878123406426,,,28.0,,,,,,,,1.0,2.0,1.0,,,,,,
23513,191260.0,479.0,5587563.0,6.099058064997815,191260.0,100.0,,,347.0,,,,,,,,28.0,0.0,132.0,,,,,,
23515,10081.0,7.0,0.0,0.0,0.0,0.0,,,7.0,,,,,,,,0.0,0.0,0.0,,,,,,
23516,2394.0,8.0,0.0,0.0,0.0,0.0,,,8.0,,,,,,,,0.0,0.0,0.0,,,,,,
23517,96320.0,22.0,0.0,0.0,0.0,0.0,,,21.0,,,,,,,,1.0,2.0,1.0,,,,,,
40474,2800.0,27.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,20.0,5.0,21.0,,,,,,
40475,2800.0,27.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,20.0,5.0,21.0,,,,,,
40476,2800.0,27.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,20.0,5.0,21.0,,,,,,
40477,2800.0,27.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,20.0,5.0,21.0,,,,,,
40478,2800.0,27.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,20.0,5.0,21.0,,,,,,
40496,500.0,8.0,0.0,0.0,0.0,0.0,,,7.0,,,,,,,,0.0,10.0,1.0,,,,,,
40497,3772.0,22.0,0.0,0.0,0.0,0.0,,,21.0,,,,,,,,0.0,3.0,1.0,,,,,,
40498,4898.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,0.0,7.0,1.0,,,,,,
40499,5500.0,41.0,0.0,0.0,0.0,0.0,,,40.0,,,,,,,,0.0,11.0,1.0,,,,,,
40505,86.0,10.0,0.0,0.0,0.0,0.0,,,10.0,,,,,,,,0.0,0.0,0.0,,,,,,
40514,1000000.0,21.0,0.0,0.0,0.0,0.0,,,7.0,,,,,,,,3.0,2.0,14.0,,,,,,
40515,1000000.0,58.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,1.0,2.0,58.0,,,,,,
40516,1000000.0,65.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0.0,10.0,65.0,,,,,,
40517,399940.0,1001.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,1001.0,2.0,1001.0,,,,,,
40518,1000000.0,35.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,1.0,2.0,35.0,,,,,,
40519,1000000.0,20.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0.0,7.0,20.0,,,,,,
40520,1000000.0,39.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,19.0,6.0,33.0,,,,,,
40536,8378.0,123.0,18372.0,1.782834252310057,7330.0,87.49104798281213,,,59.0,,,,,,,,6.0,2.0,64.0,,,,,,
40588,645.0,279.0,0.0,0.0,0.0,0.0,,,258.0,,,,,,,,20.0,2.0,21.0,,,,,,
40589,593.0,78.0,0.0,0.0,0.0,0.0,,,72.0,,,,,,,,6.0,2.0,6.0,,,,,,
40590,1702.0,1054.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,1054.0,2.0,1054.0,,,,,,
40591,662.0,1213.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,1212.0,2.0,1213.0,,,,,,
40592,2000.0,140.0,0.0,0.0,0.0,0.0,,,135.0,,,,,,,,5.0,2.0,5.0,,,,,,
40593,1460.0,1079.0,0.0,0.0,0.0,0.0,,,1004.0,,,,,,,,75.0,2.0,75.0,,,,,,
40594,2000.0,250.0,0.0,0.0,0.0,0.0,,,243.0,,,,,,,,7.0,2.0,7.0,,,,,,
40595,2407.0,300.0,0.0,0.0,0.0,0.0,,,294.0,,,,,,,,6.0,2.0,6.0,,,,,,
40596,3782.0,1101.0,0.0,0.0,0.0,0.0,,,1079.0,,,,,,,,22.0,2.0,22.0,,,,,,
40597,2417.0,117.0,0.0,0.0,0.0,0.0,,,103.0,,,,,,,,14.0,2.0,14.0,,,,,,
40601,333.0,3.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,0.0,0.0,0.0,,,,,,
40645,1600.0,1001.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,32.0,2.0,1001.0,,,,,,
40646,1600.0,21.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,1.0,2.0,21.0,,,,,,
40647,1600.0,21.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,3.0,2.0,21.0,,,,,,
40648,1600.0,21.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,1.0,2.0,21.0,,,,,,
40649,1600.0,21.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,2.0,2.0,21.0,,,,,,
40650,1600.0,21.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,2.0,2.0,21.0,,,,,,
40660,42.0,12.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,11.0,2.0,12.0,,,,,,
40663,399.0,33.0,0.0,0.0,0.0,0.0,,,12.0,,,,,,,,2.0,5.0,21.0,,,,,,
40664,1728.0,22.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,21.0,4.0,22.0,,,,,,
40665,476.0,169.0,0.0,0.0,0.0,0.0,,,168.0,,,,,,,,1.0,2.0,1.0,,,,,,
40666,6598.0,169.0,0.0,0.0,0.0,0.0,,,168.0,,,,,,,,1.0,2.0,1.0,,,,,,
40668,67557.0,43.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0.0,3.0,43.0,,,,,,
40669,160.0,7.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,7.0,2.0,7.0,,,,,,
40670,3186.0,181.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,180.0,3.0,181.0,,,,,,
40671,327.0,8.0,0.0,0.0,0.0,0.0,,,7.0,,,,,,,,0.0,5.0,1.0,,,,,,
40672,100968.0,30.0,0.0,0.0,0.0,0.0,,,14.0,,,,,,,,0.0,8.0,16.0,,,,,,
40677,3200.0,25.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,24.0,10.0,25.0,,,,,,
40678,3200.0,8.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,7.0,10.0,8.0,,,,,,
40680,1324.0,11.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,11.0,2.0,11.0,,,,,,
40681,128.0,7.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,7.0,2.0,7.0,,,,,,
40682,215.0,6.0,0.0,0.0,0.0,0.0,,,5.0,,,,,,,,0.0,3.0,1.0,,,,,,
40683,88.0,9.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,3.0,2.0,9.0,,,,,,
40685,58000.0,10.0,0.0,0.0,0.0,0.0,,,9.0,,,,,,,,0.0,7.0,1.0,,,,,,
40686,315.0,13.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,7.0,5.0,13.0,,,,,,
40687,1066.0,13.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,4.0,6.0,13.0,,,,,,
40690,512.0,10.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,10.0,2.0,10.0,,,,,,
40691,1599.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,0.0,6.0,1.0,,,,,,
40693,973.0,10.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,10.0,2.0,10.0,,,,,,
40700,392.0,8.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,0.0,3.0,2.0,,,,,,
40701,5000.0,21.0,0.0,0.0,0.0,0.0,,,16.0,,,,,,,,3.0,2.0,5.0,,,,,,
40702,1066.0,11.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,5.0,2.0,11.0,,,,,,
40704,2201.0,4.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,1.0,2.0,1.0,,,,,,
40705,959.0,45.0,0.0,0.0,0.0,0.0,,,42.0,,,,,,,,1.0,2.0,3.0,,,,,,
40706,1124.0,11.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,11.0,2.0,11.0,,,,,,
40707,3772.0,30.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,19.0,3.0,24.0,,,,,,
40708,3772.0,30.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,19.0,4.0,24.0,,,,,,
40709,60.0,4.0,0.0,0.0,0.0,0.0,,,1.0,,,,,,,,0.0,3.0,3.0,,,,,,
40710,303.0,14.0,0.0,0.0,0.0,0.0,,,5.0,,,,,,,,4.0,2.0,9.0,,,,,,
40711,303.0,8.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,3.0,5.0,8.0,,,,,,
40713,3772.0,30.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,20.0,2.0,24.0,,,,,,
40714,32.0,6.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,6.0,2.0,6.0,,,,,,
40728,22.0,9.0,17.0,8.585858585858585,3.0,13.636363636363635,,,9.0,,,,,,,,0.0,,0.0,,,,,,
40753,5465575.0,15.0,132617.0,0.16176035153361418,132617.0,2.426405273004213,,,11.0,,,,,,,,0.0,0.0,1.0,,,,,,
40864,4758.0,39.0,0.0,0.0,0.0,0.0,,,1.0,,,,,,,,22.0,,38.0,,,,,,
40869,944.0,17.0,0.0,0.0,0.0,0.0,,,10.0,,,,,,,,4.0,,7.0,,,,,,
40900,5100.0,37.0,0.0,0.0,0.0,0.0,,,36.0,,,,,,,,1.0,2.0,1.0,,,,,,
40910,3686.0,401.0,0.0,0.0,0.0,0.0,,,400.0,,,,,,,,1.0,2.0,1.0,,,,,,
40916,158.0,12.0,0.0,0.0,0.0,0.0,,,10.0,,,,,,,,0.0,0.0,2.0,,,,,,
40918,577462.0,4.0,64563.0,2.7951189861843724,32651.0,5.654224866744478,,,2.0,,,,,,,,0.0,,0.0,,,,,,
40920,577462.0,4.0,64563.0,2.7951189861843724,32651.0,5.654224866744478,,,2.0,,,,,,,,0.0,,0.0,,,,,,
40922,88588.0,7.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,1.0,2.0,1.0,,,,,,
40923,92000.0,1025.0,0.0,0.0,0.0,0.0,,,1024.0,,,,,,,,0.0,46.0,1.0,,,,,,
40926,20000.0,3073.0,0.0,0.0,0.0,0.0,,,3072.0,,,,,,,,0.0,10.0,1.0,,,,,,
40927,60000.0,3073.0,0.0,0.0,0.0,0.0,,,3072.0,,,,,,,,0.0,10.0,1.0,,,,,,
40945,1309.0,14.0,3855.0,21.035687002073555,1309.0,100.0,,,6.0,,,,,,,,2.0,2.0,3.0,,,,,,
40966,1080.0,82.0,1396.0,1.5763324299909665,528.0,48.888888888888886,,,77.0,,,,,,,,3.0,8.0,5.0,,,,,,
40971,1000.0,24.0,0.0,0.0,0.0,0.0,,,20.0,,,,,,,,1.0,30.0,4.0,,,,,,
40975,1728.0,7.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0.0,4.0,7.0,,,,,,
40976,4435.0,11.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,0.0,,0.0,,,,,,
40978,3279.0,1559.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,1556.0,2.0,1556.0,,,,,,
40979,2000.0,241.0,0.0,0.0,0.0,0.0,,,240.0,,,,,,,,0.0,10.0,1.0,,,,,,
40981,690.0,15.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,5.0,2.0,9.0,,,,,,
40982,1941.0,28.0,0.0,0.0,0.0,0.0,,,27.0,,,,,,,,0.0,7.0,1.0,,,,,,
40983,4839.0,6.0,0.0,0.0,0.0,0.0,,,5.0,,,,,,,,1.0,2.0,1.0,,,,,,
40984,2310.0,20.0,0.0,0.0,0.0,0.0,,,19.0,,,,,,,,0.0,7.0,1.0,,,,,,
40985,45781.0,4.0,0.0,0.0,0.0,0.0,,,2.0,,,,,,,,0.0,20.0,2.0,,,,,,
40992,14395.0,217.0,0.0,0.0,0.0,0.0,,,40.0,,,,,,,,173.0,,177.0,,,,,,
40993,4562.0,49.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,42.0,,43.0,,,,,,
40994,540.0,21.0,0.0,0.0,0.0,0.0,,,20.0,,,,,,,,1.0,2.0,1.0,,,,,,
40996,70000.0,785.0,0.0,0.0,0.0,0.0,,,784.0,,,,,,,,0.0,10.0,1.0,,,,,,
40997,4704.0,47.0,0.0,0.0,0.0,0.0,,,20.0,,,,,,,,23.0,3.0,27.0,,,,,,
40998,4704.0,47.0,0.0,0.0,0.0,0.0,,,20.0,,,,,,,,23.0,3.0,27.0,,,,,,
40999,2351.0,47.0,0.0,0.0,0.0,0.0,,,20.0,,,,,,,,23.0,2.0,27.0,,,,,,
41000,4704.0,47.0,0.0,0.0,0.0,0.0,,,20.0,,,,,,,,23.0,3.0,27.0,,,,,,
41001,44819.0,47.0,10584.0,0.5024464833256033,3528.0,7.871661572101118,,,20.0,,,,,,,,23.0,3.0,27.0,,,,,,
41002,5880.0,47.0,3528.0,1.276595744680851,1176.0,20.0,,,20.0,,,,,,,,23.0,3.0,27.0,,,,,,
41003,5880.0,47.0,3528.0,1.276595744680851,1176.0,20.0,,,20.0,,,,,,,,23.0,3.0,27.0,,,,,,
41004,4704.0,47.0,0.0,0.0,0.0,0.0,,,20.0,,,,,,,,23.0,3.0,27.0,,,,,,
41005,3660.0,47.0,0.0,0.0,0.0,0.0,,,20.0,,,,,,,,23.0,2.0,27.0,,,,,,
41006,5880.0,47.0,3528.0,1.276595744680851,1176.0,20.0,,,20.0,,,,,,,,23.0,3.0,27.0,,,,,,
41007,2352.0,47.0,0.0,0.0,0.0,0.0,,,20.0,,,,,,,,23.0,2.0,27.0,,,,,,
41021,1232.0,15.0,3600.0,19.480519480519483,1118.0,90.74675324675324,,,9.0,,,,,,,,2.0,0.0,6.0,,,,,,
41026,7000.0,5001.0,0.0,0.0,0.0,0.0,,,5000.0,,,,,,,,1.0,2.0,1.0,,,,,,
41027,44819.0,7.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,0.0,3.0,1.0,,,,,,
41039,131600.0,785.0,0.0,0.0,0.0,0.0,,,784.0,,,,,,,,0.0,,1.0,,,,,,
41065,62000.0,785.0,0.0,0.0,0.0,0.0,,,785.0,,,,,,,,0.0,0.0,0.0,,,,,,
41081,99289.0,3073.0,0.0,0.0,0.0,0.0,,,3072.0,,,,,,,,0.0,10.0,1.0,,,,,,
41082,9298.0,257.0,0.0,0.0,0.0,0.0,,,256.0,,,,,,,,0.0,10.0,1.0,,,,,,
41083,400.0,4097.0,0.0,0.0,0.0,0.0,,,4096.0,,,,,,,,0.0,40.0,1.0,,,,,,
41084,575.0,10305.0,0.0,0.0,0.0,0.0,,,10304.0,,,,,,,,0.0,20.0,1.0,,,,,,
41091,6178.0,82.0,59017.0,11.649716934203981,6178.0,100.0,,,82.0,,,,,,,,0.0,,0.0,,,,,,
41103,13000.0,27649.0,0.0,0.0,0.0,0.0,,,27648.0,,,,,,,,0.0,10.0,1.0,,,,,,
41138,76000.0,171.0,1078695.0,8.300207756232687,75244.0,99.00526315789475,,,170.0,,,,,,,,1.0,2.0,1.0,,,,,,
41142,5418.0,1637.0,0.0,0.0,0.0,0.0,,,1599.0,,,,,,,,13.0,2.0,38.0,,,,,,
41143,2984.0,145.0,0.0,0.0,0.0,0.0,,,8.0,,,,,,,,137.0,2.0,137.0,,,,,,
41144,3140.0,260.0,0.0,0.0,0.0,0.0,,,259.0,,,,,,,,1.0,2.0,1.0,,,,,,
41145,5832.0,309.0,0.0,0.0,0.0,0.0,,,308.0,,,,,,,,1.0,2.0,1.0,,,,,,
41146,5124.0,21.0,0.0,0.0,0.0,0.0,,,20.0,,,,,,,,1.0,2.0,1.0,,,,,,
41147,425240.0,79.0,2734000.0,8.13836773038963,425159.0,99.98095193302605,,,26.0,,,,,,,,1.0,2.0,53.0,,,,,,
41150,130064.0,51.0,0.0,0.0,0.0,0.0,,,50.0,,,,,,,,1.0,2.0,1.0,,,,,,
41156,4147.0,49.0,0.0,0.0,0.0,0.0,,,48.0,,,,,,,,1.0,2.0,1.0,,,,,,
41157,100.0,10001.0,0.0,0.0,0.0,0.0,,,10000.0,,,,,,,,1.0,2.0,1.0,,,,,,
41158,3153.0,971.0,0.0,0.0,0.0,0.0,,,970.0,,,,,,,,1.0,2.0,1.0,,,,,,
41159,20000.0,4297.0,0.0,0.0,0.0,0.0,,,4296.0,,,,,,,,1.0,2.0,1.0,,,,,,
41160,31406.0,23.0,29756.0,4.119401166766804,17204.0,54.77934152709673,,,8.0,,,,,,,,1.0,2.0,15.0,,,,,,
41161,20000.0,4297.0,0.0,0.0,0.0,0.0,,,4296.0,,,,,,,,1.0,2.0,1.0,,,,,,
41162,72983.0,33.0,149271.0,6.197831873674193,69709.0,95.51402381376485,,,14.0,,,,,,,,4.0,2.0,19.0,,,,,,
41163,10000.0,2001.0,0.0,0.0,0.0,0.0,,,2000.0,,,,,,,,0.0,5.0,1.0,,,,,,
